code,name,date,open,high,low,close,volume,amount
601857,中国石油,2024-09-30,8.08086138,8.68716282,8.08086138,8.54506092,540926189,4758267274.63
601857,中国石油,2024-10-08,9.39767232,9.39767232,8.4313794,8.84821164,642985322,6034716232.83
601857,中国石油,2024-10-09,8.6208486,8.64926898,8.0050737,8.0050737,444901825,3873797993.64
601857,中国石油,2024-10-10,8.02402062,8.53558746,8.02402062,8.27980404,393485553,3451721237.58
601857,中国石油,2024-10-11,8.3840121,8.42190594,8.17559598,8.2419102,251485177,2204108994.2
601857,中国石油,2024-10-14,8.2419102,8.37453864,8.16612252,8.2892775,221455125,1934312204.45
601857,中国石油,2024-10-15,8.12822868,8.15664906,7.97665332,7.98612678,225516656,1918310045.82
601857,中国石油,2024-10-16,7.9577064,8.052441,7.88191872,7.97665332,166912034,1404550565.04
601857,中国石油,2024-10-17,7.96717986,8.13770214,7.9103391,7.9103391,179804141,1522345249.67
601857,中国石油,2024-10-18,7.94823294,8.1471756,7.9103391,8.09033484,240218341,2036682440.6
601857,中国石油,2024-10-21,8.052441,8.13770214,7.96717986,8.01454716,229254626,1942472507.42
601857,中国石油,2024-10-22,8.01454716,8.06191446,7.98612678,8.01454716,167043506,1414903216.86
601857,中国石油,2024-10-23,8.052441,8.08086138,7.98612678,8.03349408,195556524,1657075962.19
601857,中国石油,2024-10-24,8.01454716,8.02402062,7.93875948,8.0050737,97837261,825453466.29
601857,中国石油,2024-10-25,7.96717986,8.0050737,7.93875948,7.94823294,121897008,1024342011.46
